Prenom,Note,Pays,Titre,Positif,Négatif,Date séjour,Date commentaire,hotel
Lauriane,9.0,France,Fabuleux,Très bon accueil,Rien,Mars 2022,Commentaire envoyé le 20 mars 2022,cheyenne
Jean-francois,8.0,Belgique,super sympa nous y reviendrons,propreté et accueil de tout le personnel au top !,hôtel et surtout chambre un peu vieillot mais ok c’est juste pour dormir,Mars 2022,Commentaire envoyé le 20 mars 2022,cheyenne
Dylan,9.0,France,génial !,l’ambiance et l’environnement top !,difficile de tout découvrir l’hôtel avec la chambre dispo à 15h et retour des clés 11h.,Février 2022,Commentaire envoyé le 19 mars 2022,cheyenne
Christa,8.0,Belgique,très bien,"hotel très bien, thématisation parfaite, personnel très sympa et serviable, chambre basique mais suffisant pour passer la nuit après une grosse journée au parc","la propreté n'était pas vraiment au rendez vous, une machine a café dans chaque ''bâtiment'' aurait été sympa également",Mars 2022,Commentaire envoyé le 19 mars 2022,cheyenne
Melinda,9.0,France,Fabuleux,Le personnel était très aimable et professionnel,,Janvier 2022,Commentaire envoyé le 18 mars 2022,cheyenne
Gérald,8.0,France,Très bien,,les prix du restaurant de l’hôtel,Février 2022,Commentaire envoyé le 17 mars 2022,cheyenne
Veronique,9.0,France,"magnifique, en dehors de ce qui a été citer plus haut","l'accueil lors de l'enregistrement, et la proximité de l'hébergement par rapport à la réception.","le bémol : vous recevez dans la journée un message pour votre numéro de chambre afin d'éviter de repasser par la réception, sauf que lorsque vous arrivez devant votre chambre, la clé n'est quand même pas activer. Du coup marche arrière et quand même repasser par la réception. Ce n'est pas la première fois que cela m'arrive.",Mars 2022,Commentaire envoyé le 17 mars 2022,cheyenne
Muriel,8.0,France,Super,Tout,,Mars 2022,Commentaire envoyé le 14 mars 2022,cheyenne
Elodie,8.0,France,Parfait,"Emplacement idéal, navette très régulière, le séjour à été parfait 👌",Plus d'eau chaude à Deux reprises (le tout après une journée bien froide),Mars 2022,Commentaire envoyé le 13 mars 2022,cheyenne
Leslie,9.0,France,Fabuleux,"Super séjour en famille. L'hôtel nous plonge dans la magie Disney. Le côté ""village de cow-boy"" est très sympa.",,Février 2022,Commentaire envoyé le 11 mars 2022,cheyenne
Clothilde,8.0,France,Beaux souvenirs,Les enfants ont adoré ce monde du far west. Et pouvoir accéder au parc disney des 8h30.,,Mars 2022,Commentaire envoyé le 11 mars 2022,cheyenne
Lou,7.0,France,Bien,L’univers Woody et le côté pratique avec l’accès au parc,Que ce soit toutes les mêmes chambres et c’est un peu vide manque peut être un peu d’animation,Mars 2022,Commentaire envoyé le 8 mars 2022,cheyenne
Carolyn,8.0,France,Très bien,L'hôtel en règle générale mais pour une nuit...,Le café du matin était offert pas trouvé la machine a café dans l'immeuble,Mars 2022,Commentaire envoyé le 8 mars 2022,cheyenne
Sabrina,8.0,Belgique,"Excellent séjour, hôtel calme et à distance de marche des parcs Disney","La gentillesse du personnel, les chambres rénovées confortables (nous y avons passé finalement peu de temps), le fait que les chambres soient réparties dans plusieurs petits bâtiments.",rien de significatif,Mars 2022,Commentaire envoyé le 7 mars 2022,cheyenne
David,7.0,France,Magique,Belle chambre avec baignoire  très propre,Chambre un peut loin de la navette,Février 2022,Commentaire envoyé le 6 mars 2022,cheyenne
Deschamps,9.0,France,magique,l’ambiance,rien,Mars 2022,Commentaire envoyé le 5 mars 2022,cheyenne
Bruno,8.0,Suisse,génial,l’ambiance de petite ville de l’ouest,lits d’appoint manque de confort,Mars 2022,Commentaire envoyé le 5 mars 2022,cheyenne
Miguel,8.0,Suisse,Très bien.,"Très bien situé, personnel accueillant. Bonne rapport qualité prix !",,Mars 2022,Commentaire envoyé le 3 mars 2022,cheyenne
Sandrine,9.0,Belgique,Très bon séjour.,Très belle chambre. Une boisson chaude gratuite par personne. Hotel calme.,Le chauffage faisait un peu de bruit et pas de mode d'emploi.,Février 2022,Commentaire envoyé le 2 mars 2022,cheyenne
Agnes,9.0,France,bon séjour,le personnel a l’écoute et très gentil.,le buffet. du choix mais pas très appétissant,Février 2022,Commentaire envoyé le 27 février 2022,cheyenne
Clara,8.0,France,Très bien,L'accueil,,Février 2022,Commentaire envoyé le 26 février 2022,cheyenne
Patrick,8.0,France,"super pour passer des fêtes ""à la western Disney""....","propreté ,confort des chambres, personnel professionnel et accueillant, ambiance et décoration western parfaites...",rien..,Décembre 2021,Commentaire envoyé le 24 février 2022,cheyenne
Thomasa23,9.0,Belgique,Superbe hôtel à seulement 15 min du parc,"L'ambiance western est top, les chambres spacieuses, le personnel agréable et à l'écoute.",,Février 2022,Commentaire envoyé le 23 février 2022,cheyenne
Agathe,7.0,France,Bien,immersion totale dans le monde de woody. chambre bien et fonctionnelle.,offre de restauration pas adaptée lorsque l’on est avec des enfants en bas âge (3 ans). obligé de retourner à Disney Village alors que nous étions bien fatigués !,Février 2022,Commentaire envoyé le 20 février 2022,cheyenne
Carina,9.0,France,Très bon séjour 😊,".Le buffet à volonté, le super petit-déjeuner,  l'accueil des employés et l'ambiance générale",La poussière sur les meubles de la chambre et le sol sale.,Février 2022,Commentaire envoyé le 19 février 2022,cheyenne
Fanny,9.0,France,Séjour au top,"L'emplacement est top,le déjeuner est féerique  c'est un régalade un large choix sucré ou salé. Et l'ambiance est au rendez vous chaque seconde de la journée.",La porte qui communique avec l'autre chambre si nécessaire.bien qu'elle était fermée.,Février 2022,Commentaire envoyé le 15 février 2022,cheyenne
Julie,8.0,Belgique,Très bien,"La gentillesse du personnel, la chambre, l’endroit, le fait d aller à pied aux parcs Disney, le buffet de l’hôtel",,Février 2022,Commentaire envoyé le 14 février 2022,cheyenne
Priscilla,8.0,France,"Bon séjour, à refaire",,"Ne pas pouvoir allumer la salle de bain, sans devoir laisser allumer les lumières au dessus du lit. J’ai dû allumer la lampe de poche de  mon téléphone pour pouvoir prendre ma douche et laisser dormir ma fille sans lumière.",Février 2022,Commentaire envoyé le 13 février 2022,cheyenne
Claire,9.0,France,Fabuleux,"Le décors, l'ambiance, le restaurant","La salle de bain n'était pas très propre, il y avait des cheveux",Février 2022,Commentaire envoyé le 12 février 2022,cheyenne
Marc,9.0,France,Fabuleux,proximité parc,,Février 2022,Commentaire envoyé le 11 février 2022,cheyenne
Valérie,8.0,France,magique,proche de la magie,rien,Février 2022,Commentaire envoyé le 11 février 2022,cheyenne
Marjorie,9.0,France,Très bel hôtel,La proximité de l’hôtel.  Le buffet à volonté le petit déjeuner à volonté étaient très très bon,Rien.,Février 2022,Commentaire envoyé le 11 février 2022,cheyenne
Evelyne,8.0,Belgique,Très bien,"Ambiance western et toy story garantie, un des hôtels Disney les moins chers qui fait tout à fait le job pr un petit séjour en famille ou en couple",,Janvier 2022,Commentaire envoyé le 10 février 2022,cheyenne
Audrey,9.0,France,Fabuleux,Hôtel agréable avec  un décor farwest très sympathique.personnel agréable et toutes les mesures sanitaires sont mises en place.une bonne alternative de séjour magique a proximité directe du parc,Le fait qu il n y ait pas de possibilité de réserver avec  annulation possible ( ou assurance moyennant supplément),Février 2022,Commentaire envoyé le 9 février 2022,cheyenne
Charlotte,9.0,France,Séjour sympathique avec de bons souvenirs.,"Hôtel très bien situé pour rentrer rapidement après une journée fatigante au parc. Le personnel fait au mieux pour nous satisfaire, afin de répondre à nos questions, à nos demandes. Le décor, l’ambiance au sein de l’hôtel est très sympa.","En point d’amélioration: les rideaux laissent passer la lumière du jour au matin, peut être pas assez large sur les côtés.  Pourquoi pas des distributeurs de boissons dans chaque bâtiment pour éviter d’aller dans ceux des autres.  Une couette un peu plus grande serait top car fait juste la largeur du lit.",Février 2022,Commentaire envoyé le 7 février 2022,cheyenne
Anne-sarah,9.0,France,Super séjour 👍,"Le réceptionniste a été très sympa, j’ai demandé une chambre proches des commodités parce que je voyageais avec ma nièce qui est en situation de handicap, et malgré notre arrivée tardive, nous avons  pu en obtenir une.",Impossible de trouver les distributeurs de boissons chaudes. J’aurais aimé qu’ils soient mieux indiqués.,Janvier 2022,Commentaire envoyé le 7 février 2022,cheyenne
Martine,9.0,France,Féerique,La propreté,Trop près de la porte d entré c étai bruyant  la porte claque,Janvier 2022,Commentaire envoyé le 6 février 2022,cheyenne
Laetitia,9.0,France,immersion totale au pays des cowboys !,tout ! immersion totale au far ouest !  les chambres sont spacieuses et sympas ! le restaurant est un peu cher mais la cuisine est bonne. Nous avons eu à l’hôtel la visite de Woody !,avoir,Février 2022,Commentaire envoyé le 6 février 2022,cheyenne
Amandine,9.0,France,très bien,thème,,Janvier 2022,Commentaire envoyé le 5 février 2022,cheyenne
Amélie,8.0,France,Hâte d’y retourner,Très jolie ; une petite deco en chambre Woody Jessie et Pil-Poil qui a ravie mon fils !,Dommage qu’il n’y ai pas plus de deco sur Woody Jessie et Pil-Poil,Février 2022,Commentaire envoyé le 4 février 2022,cheyenne
Anthony,8.0,France,Très bien,les infrastructure,,Janvier 2022,Commentaire envoyé le 3 février 2022,cheyenne
Sophie,9.0,France,au top malgré un mal de dos dû à la literie.,"décors très sympas, personnel très sympathique et toujours souriant (visible même avec le masque 😄).","je l’ai connu au top niveau propreté, là quelques cheveux sur les wc, et des saletés dans les draps.",Février 2022,Commentaire envoyé le 3 février 2022,cheyenne
Vautrot,7.0,France,Bien,Le prix de la nuit,Le prix du buffet pas de place le soir de l arrivée  au buffet,Janvier 2022,Commentaire envoyé le 2 février 2022,cheyenne
Alain,9.0,Belgique,Haut,tout comme d’habitude,rien,Janvier 2022,Commentaire envoyé le 1 février 2022,cheyenne
Fravalo,7.0,France,Pas mon préféré à Disneyland Paris,le thème Western est sympa,La chambre est assez petite pour 4. dommage qu’il n’y ai pas deux vrais lits. L’hôtel vieillissant.,Janvier 2022,Commentaire envoyé le 31 janvier 2022,cheyenne
Chloé,9.0,France,Très bon séjour,"Hôtel très bien placé à 10 min à pieds des parcs Disney, ambiance western garantie ! Bagagerie gratuite",,Janvier 2022,Commentaire envoyé le 30 janvier 2022,cheyenne
Géraldine,9.0,France,Fabuleux,Bien décoré,Couette trop trop petite. Pas de pression dans la douche,Janvier 2022,Commentaire envoyé le 28 janvier 2022,cheyenne
Alanucciu,9.0,France,Hôtel top ! A recommander sans hésitation.,Le style farwest de l'hôtel  La propreté  La gentillesse du personnel  L'emplacement par rapport au Parc Le buffet du soir très bon et copieux a 38€ / adulte,,Janvier 2022,Commentaire envoyé le 26 janvier 2022,cheyenne
Charlie38,7.0,France,Bien,"Chambre confortable, boisson chaude offerte et propreté des lieux.","Attente très longue à l'accueil, petit-déjeuner très élevé (21€), Navette à proximité.",Janvier 2022,Commentaire envoyé le 24 janvier 2022,cheyenne
Alice,8.0,France,très bon rapport qualité prix,le décor western  l’accueil impeccable  la proximité du parc,rien,Janvier 2022,Commentaire envoyé le 22 janvier 2022,cheyenne
Justine,8.0,France,Hâte d’y retourner,Le confort du lit La déco Les boissons chaudes du distributeur gratuites La proximité avec le parc disney L’ambiance,Chambre un peu petite pour 4 Les deux lits simples gigogne! Nous aurions préféré des lits superposés .,Janvier 2022,Commentaire envoyé le 21 janvier 2022,cheyenne
Cassandra,9.0,France,Un moment pour retomber en enfance...,"Propreté, température des pièces, espaces, souci du détails, insonorisation. Le parc est rapidement accessible à pied, les navettes sont régulières, peu d'attente à la réception. La réception ne donne pas d'infos sur le départ, ce serai intéressant de disposer d'un petit dépliant sur les infos de base.","La baignoire était présente mais plutôt petite. Pas de bouteille d'eau, ni de frigo. Manque de panneau d'information concernant l'accès au parc à pied.",Janvier 2022,Commentaire envoyé le 21 janvier 2022,cheyenne
Cyril,8.0,France,Acceptable,,Petit déj. quelconque et trop cher.,Décembre 2021,Commentaire envoyé le 19 janvier 2022,cheyenne
Nathalie,8.0,France,Dépaysement total,l’accueil au top,ras,Janvier 2022,Commentaire envoyé le 18 janvier 2022,cheyenne
Julie,9.0,France,Fabuleux,Allumé,Insonorisation inexistante avec la chambre à côté,Janvier 2022,Commentaire envoyé le 15 janvier 2022,cheyenne
Sautron,8.0,La Réunion,Très bien,proche du parc parfait,,Janvier 2022,Commentaire envoyé le 15 janvier 2022,cheyenne
Jordane,8.0,France,"le Cheyenne est un tres bon hotel, avec une très bonne ambiance.","l’ambiance était génial, il y a un resto, un Starbucks, un bar et un shop. il est très bien placé car dans le parc. les chambres sous le thème de Woody sont bien pensés.",les propreté n’était pas à la hauteur,Janvier 2022,Commentaire envoyé le 12 janvier 2022,cheyenne
Nelly,9.0,La Réunion,Réveillons du 31,L’ambiance western  La proximité de Disneyland Paris  Les navettes jusqu’au parc Disney L’accueil,L’attente à arrivée Le buffet répétitif,Janvier 2022,Commentaire envoyé le 12 janvier 2022,cheyenne
Elodie,9.2,France,Très bien,Excepté les 2 points tout était parfait,La propreté de la chambre.  Ne pas être informée pour les boissons offertes avec avec carte.,Décembre 2021,Commentaire envoyé le 12 janvier 2022,cheyenne
Laurent,8.0,France,Chambre cheyenne disney,"Le lieu, assez proche de l'entrée du parc, même à pied, jolie promenade. La boisson chaude comprise avec la chambre",Chambre un peu vieillotte,Janvier 2022,Commentaire envoyé le 11 janvier 2022,cheyenne
Laure,8.0,France,un bon séjour !,"les décors était magnifique , le personnel hyper agréables et gentil que ce soit au restaurant ou à l’accueil et même les personnes de ménage .  lieu qui nous fait voyager dès les premiers instant .","les oreillers un peu dur , et les matelas pas très confortable .",Janvier 2022,Commentaire envoyé le 11 janvier 2022,cheyenne
